name,id,date,prcp,tmax,tmin
CentralPark_NY,USW00094728,2021-03-10,0,12.2,5
CentralPark_NY,USW00094728,2021-03-11,0,21.7,6.7
CentralPark_NY,USW00094728,2021-03-12,0,20,11.1
CentralPark_NY,USW00094728,2021-03-13,0,11.1,0.6
CentralPark_NY,USW00094728,2021-03-14,0,12.2,-0.5
CentralPark_NY,USW00094728,2021-03-15,0,3.9,-4.3
CentralPark_NY,USW00094728,2021-03-16,0,2.8,-1.6
CentralPark_NY,USW00094728,2021-03-17,0,8.3,1.1
CentralPark_NY,USW00094728,2021-03-18,152,8.3,5
CentralPark_NY,USW00094728,2021-03-19,18,6.1,-0.5
CentralPark_NY,USW00094728,2021-03-20,0,15,0.6
CentralPark_NY,USW00094728,2021-03-21,0,17.2,5.6
CentralPark_NY,USW00094728,2021-03-22,0,16.7,5.6
CentralPark_NY,USW00094728,2021-03-23,0,18.9,6.1
CentralPark_NY,USW00094728,2021-03-24,323,13.3,8.3
CentralPark_NY,USW00094728,2021-03-25,3,20,9.4
CentralPark_NY,USW00094728,2021-03-26,48,27.8,11.1
CentralPark_NY,USW00094728,2021-03-27,0,20.6,10
CentralPark_NY,USW00094728,2021-03-28,193,15.6,8.9
CentralPark_NY,USW00094728,2021-03-29,0,12.8,7.2
CentralPark_NY,USW00094728,2021-03-30,0,16.1,5.6
CentralPark_NY,USW00094728,2021-03-31,89,19.4,10
CentralPark_NY,USW00094728,2021-04-01,8,14.4,3.3
CentralPark_NY,USW00094728,2021-04-02,0,3.9,-2.1
CentralPark_NY,USW00094728,2021-04-03,0,11.7,0
CentralPark_NY,USW00094728,2021-04-04,0,18.3,7.2
CentralPark_NY,USW00094728,2021-04-05,0,20,8.9
CentralPark_NY,USW00094728,2021-04-06,0,21.1,8.3
CentralPark_NY,USW00094728,2021-04-07,0,22.2,10.6
CentralPark_NY,USW00094728,2021-04-08,0,21.1,9.4
CentralPark_NY,USW00094728,2021-04-09,3,15,9.4
CentralPark_NY,USW00094728,2021-04-10,3,21.1,10.6
CentralPark_NY,USW00094728,2021-04-11,107,13.9,8.3
CentralPark_NY,USW00094728,2021-04-12,124,10.6,7.2
CentralPark_NY,USW00094728,2021-04-13,15,18.3,6.7
CentralPark_NY,USW00094728,2021-04-14,0,22.2,8.9
CentralPark_NY,USW00094728,2021-04-15,211,14.4,7.2
CentralPark_NY,USW00094728,2021-04-16,10,11.7,5
CentralPark_NY,USW00094728,2021-04-17,0,13.3,6.1
CentralPark_NY,USW00094728,2021-04-18,0,17.8,9.4
CentralPark_NY,USW00094728,2021-04-19,0,18.3,11.1
CentralPark_NY,USW00094728,2021-04-20,0,24.4,11.7
CentralPark_NY,USW00094728,2021-04-21,28,20,3.9
CentralPark_NY,USW00094728,2021-04-22,0,8.9,2.2
CentralPark_NY,USW00094728,2021-04-23,0,17.8,3.9
CentralPark_NY,USW00094728,2021-04-24,0,22.2,11.1
CentralPark_NY,USW00094728,2021-04-25,150,17.2,9.4
CentralPark_NY,USW00094728,2021-04-26,0,15.6,5
CentralPark_NY,USW00094728,2021-04-27,0,17.8,7.8
CentralPark_NY,USW00094728,2021-04-28,13,29.4,11.1
CentralPark_NY,USW00094728,2021-04-29,5,23.9,15
CentralPark_NY,USW00094728,2021-04-30,8,21.7,7.8
CentralPark_NY,USW00094728,2021-05-01,0,18.3,5.6
CentralPark_NY,USW00094728,2021-05-02,0,27.8,13.3
CentralPark_NY,USW00094728,2021-05-03,147,18.9,11.1
CentralPark_NY,USW00094728,2021-05-04,58,22.8,11.1
CentralPark_NY,USW00094728,2021-05-05,79,16.7,11.1
CentralPark_NY,USW00094728,2021-05-06,0,18.9,10
CentralPark_NY,USW00094728,2021-05-07,0,18.9,9.4
CentralPark_NY,USW00094728,2021-05-08,13,12.8,8.9
CentralPark_NY,USW00094728,2021-05-09,119,18.3,7.8
CentralPark_NY,USW00094728,2021-05-10,8,15.6,8.3
CentralPark_NY,USW00094728,2021-05-11,0,19.4,9.4
CentralPark_NY,USW00094728,2021-05-12,0,20,7.8
CentralPark_NY,USW00094728,2021-05-13,0,22.2,10
CentralPark_NY,USW00094728,2021-05-14,0,24.4,11.1
CentralPark_NY,USW00094728,2021-05-15,0,26.1,12.8
CentralPark_NY,USW00094728,2021-05-16,3,23.9,15
CentralPark_NY,USW00094728,2021-05-17,0,25.6,13.3
CentralPark_NY,USW00094728,2021-05-18,0,27.8,15.6
CentralPark_NY,USW00094728,2021-05-19,0,30,18.3
CentralPark_NY,USW00094728,2021-05-20,0,24.4,15
CentralPark_NY,USW00094728,2021-05-21,0,26.1,14.4
CentralPark_NY,USW00094728,2021-05-22,0,31.7,18.3
CentralPark_NY,USW00094728,2021-05-23,0,31.1,20
CentralPark_NY,USW00094728,2021-05-24,0,20,15
CentralPark_NY,USW00094728,2021-05-25,0,22.8,14.4
CentralPark_NY,USW00094728,2021-05-26,18,30,18.3
CentralPark_NY,USW00094728,2021-05-27,5,27.2,18.3
CentralPark_NY,USW00094728,2021-05-28,310,20.6,9.4
CentralPark_NY,USW00094728,2021-05-29,117,10.6,8.3
CentralPark_NY,USW00094728,2021-05-30,226,10.6,8.3
CentralPark_NY,USW00094728,2021-05-31,5,21.1,9.4
CentralPark_NY,USW00094728,2021-06-01,0,24.4,13.9
CentralPark_NY,USW00094728,2021-06-02,0,23.9,16.7
CentralPark_NY,USW00094728,2021-06-03,97,23.3,15.6
CentralPark_NY,USW00094728,2021-06-04,99,25.6,17.2
CentralPark_NY,USW00094728,2021-06-05,0,31.7,18.9
CentralPark_NY,USW00094728,2021-06-06,0,33.3,24.4
CentralPark_NY,USW00094728,2021-06-07,18,32.8,24.4
CentralPark_NY,USW00094728,2021-06-08,119,32.2,22.2
CentralPark_NY,USW00094728,2021-06-09,3,32.2,22.2
CentralPark_NY,USW00094728,2021-06-10,0,28.9,18.3
CentralPark_NY,USW00094728,2021-06-11,0,20.6,16.7
CentralPark_NY,USW00094728,2021-06-12,0,20.6,16.7
CentralPark_NY,USW00094728,2021-06-13,3,24.4,16.7
CentralPark_NY,USW00094728,2021-06-14,56,22.8,17.8
CentralPark_NY,USW00094728,2021-06-15,0,26.7,18.9
CentralPark_NY,USW00094728,2021-06-16,0,25,16.7
CentralPark_NY,USW00094728,2021-06-17,0,25.6,13.9
CentralPark_NY,USW00094728,2021-06-18,0,28.9,17.2
CentralPark_NY,USW00094728,2021-06-19,36,31.1,18.3
CentralPark_NY,USW00094728,2021-06-20,0,30,18.9
CentralPark_NY,USW00094728,2021-06-21,0,30,23.9
CentralPark_NY,USW00094728,2021-06-22,61,25.6,15
CentralPark_NY,USW00094728,2021-06-23,0,24.4,12.8
CentralPark_NY,USW00094728,2021-06-24,0,25,16.1
CentralPark_NY,USW00094728,2021-06-25,0,27.2,17.8
CentralPark_NY,USW00094728,2021-06-26,10,28.3,20
CentralPark_NY,USW00094728,2021-06-27,0,32.2,22.8
CentralPark_NY,USW00094728,2021-06-28,0,33.3,24.4
CentralPark_NY,USW00094728,2021-06-29,0,35,25.6
CentralPark_NY,USW00094728,2021-06-30,165,36.7,22.8
CentralPark_NY,USW00094728,2021-07-01,229,28.9,22.2
CentralPark_NY,USW00094728,2021-07-02,170,26.1,16.7
CentralPark_NY,USW00094728,2021-07-03,86,18.9,15
CentralPark_NY,USW00094728,2021-07-04,0,26.1,15.6
CentralPark_NY,USW00094728,2021-07-05,0,28.3,19.4
CentralPark_NY,USW00094728,2021-07-06,140,33.3,21.7
CentralPark_NY,USW00094728,2021-07-07,0,32.8,21.7
CentralPark_NY,USW00094728,2021-07-08,577,28.9,21.7
CentralPark_NY,USW00094728,2021-07-09,523,29.4,21.1
CentralPark_NY,USW00094728,2021-07-10,69,27.2,20
CentralPark_NY,USW00094728,2021-07-11,3,25.6,21.1
CentralPark_NY,USW00094728,2021-07-12,361,30,22.2
CentralPark_NY,USW00094728,2021-07-13,0,22.2,20.6
CentralPark_NY,USW00094728,2021-07-14,0,30.6,20.6
CentralPark_NY,USW00094728,2021-07-15,0,31.7,23.3
CentralPark_NY,USW00094728,2021-07-16,0,32.8,26.1
CentralPark_NY,USW00094728,2021-07-17,157,32.8,22.8
CentralPark_NY,USW00094728,2021-07-18,8,28.9,22.2
CentralPark_NY,USW00094728,2021-07-19,3,27.2,21.7
CentralPark_NY,USW00094728,2021-07-20,0,30,22.8
CentralPark_NY,USW00094728,2021-07-21,13,26.7,21.1
CentralPark_NY,USW00094728,2021-07-22,0,27.2,19.4
CentralPark_NY,USW00094728,2021-07-23,3,28.3,19.4
CentralPark_NY,USW00094728,2021-07-24,0,28.9,19.4
CentralPark_NY,USW00094728,2021-07-25,124,28.3,18.9
CentralPark_NY,USW00094728,2021-07-26,198,31.1,22.2
CentralPark_NY,USW00094728,2021-07-27,0,31.7,22.8
CentralPark_NY,USW00094728,2021-07-28,36,27.2,20.6
CentralPark_NY,USW00094728,2021-07-29,119,25,20.6
CentralPark_NY,USW00094728,2021-07-30,0,27.8,19.4
CentralPark_NY,USW00094728,2021-07-31,0,25,15.6
CentralPark_NY,USW00094728,2021-08-01,10,25,18.9
CentralPark_NY,USW00094728,2021-08-02,0,26.7,17.2
CentralPark_NY,USW00094728,2021-08-03,0,26.1,18.3
CentralPark_NY,USW00094728,2021-08-04,0,24.4,19.4
CentralPark_NY,USW00094728,2021-08-05,0,27.2,20.6
CentralPark_NY,USW00094728,2021-08-06,0,31.1,21.1
CentralPark_NY,USW00094728,2021-08-07,0,30.6,22.8
CentralPark_NY,USW00094728,2021-08-08,53,25,18.9
CentralPark_NY,USW00094728,2021-08-09,0,27.2,20.6
CentralPark_NY,USW00094728,2021-08-10,211,28.9,21.7
CentralPark_NY,USW00094728,2021-08-11,46,31.7,22.8
CentralPark_NY,USW00094728,2021-08-12,0,33.9,23.3
CentralPark_NY,USW00094728,2021-08-13,0,34.4,25.6
CentralPark_NY,USW00094728,2021-08-14,0,31.1,24.4
CentralPark_NY,USW00094728,2021-08-15,0,28.3,21.1
CentralPark_NY,USW00094728,2021-08-16,0,28.3,20.6
CentralPark_NY,USW00094728,2021-08-17,0,27.2,22.8
CentralPark_NY,USW00094728,2021-08-18,0,28.3,23.3
CentralPark_NY,USW00094728,2021-08-19,51,29.4,23.9
CentralPark_NY,USW00094728,2021-08-20,0,27.8,23.9
CentralPark_NY,USW00094728,2021-08-21,1130,27.8,22.8
CentralPark_NY,USW00094728,2021-08-22,678,24.4,21.1
CentralPark_NY,USW00094728,2021-08-23,272,28.3,21.7
CentralPark_NY,USW00094728,2021-08-24,0,31.7,22.2
CentralPark_NY,USW00094728,2021-08-25,0,32.8,22.2
CentralPark_NY,USW00094728,2021-08-26,0,32.8,25.6
CentralPark_NY,USW00094728,2021-08-27,170,33.9,23.9
CentralPark_NY,USW00094728,2021-08-28,0,26.7,20
CentralPark_NY,USW00094728,2021-08-29,0,24.4,19.4
CentralPark_NY,USW00094728,2021-08-30,0,29.4,22.8
CentralPark_NY,USW00094728,2021-08-31,0,28.3,22.8
CentralPark_NY,USW00094728,2021-09-01,1811,25.6,17.2
CentralPark_NY,USW00094728,2021-09-02,25,25,16.1
CentralPark_NY,USW00094728,2021-09-03,0,23.3,15
CentralPark_NY,USW00094728,2021-09-04,0,26.1,16.1
CentralPark_NY,USW00094728,2021-09-05,5,23.3,19.4
CentralPark_NY,USW00094728,2021-09-06,0,27.2,20.6
CentralPark_NY,USW00094728,2021-09-07,0,26.1,18.3
CentralPark_NY,USW00094728,2021-09-08,0,27.8,21.1
CentralPark_NY,USW00094728,2021-09-09,66,24.4,20
CentralPark_NY,USW00094728,2021-09-10,0,23.3,17.2
CentralPark_NY,USW00094728,2021-09-11,0,24.4,15.6
CentralPark_NY,USW00094728,2021-09-12,0,27.2,18.9
CentralPark_NY,USW00094728,2021-09-13,30,28.3,19.4
CentralPark_NY,USW00094728,2021-09-14,0,26.7,19.4
CentralPark_NY,USW00094728,2021-09-15,0,29.4,21.7
CentralPark_NY,USW00094728,2021-09-16,0,24.4,21.7
CentralPark_NY,USW00094728,2021-09-17,0,23.9,20.6
CentralPark_NY,USW00094728,2021-09-18,0,28.9,20.6
CentralPark_NY,USW00094728,2021-09-19,0,24.4,17.8
CentralPark_NY,USW00094728,2021-09-20,0,23.9,17.2
CentralPark_NY,USW00094728,2021-09-21,23,24.4,17.2
CentralPark_NY,USW00094728,2021-09-22,3,26.1,22.2
CentralPark_NY,USW00094728,2021-09-23,348,26.1,17.8
CentralPark_NY,USW00094728,2021-09-24,168,22.2,13.9
CentralPark_NY,USW00094728,2021-09-25,0,23.9,13.9
CentralPark_NY,USW00094728,2021-09-26,0,21.7,16.1
CentralPark_NY,USW00094728,2021-09-27,0,25.6,16.7
CentralPark_NY,USW00094728,2021-09-28,69,21.7,16.1
CentralPark_NY,USW00094728,2021-09-29,0,20,12.2
CentralPark_NY,USW00094728,2021-09-30,0,18.3,12.8
CentralPark_NY,USW00094728,2021-10-01,0,19.4,10.6
CentralPark_NY,USW00094728,2021-10-02,0,23.3,13.9
CentralPark_NY,USW00094728,2021-10-03,0,25,16.1
CentralPark_NY,USW00094728,2021-10-04,38,22.8,16.7
CentralPark_NY,USW00094728,2021-10-05,0,18.3,15.6
CentralPark_NY,USW00094728,2021-10-06,0,20.6,16.1
CentralPark_NY,USW00094728,2021-10-07,0,22.8,16.7
CentralPark_NY,USW00094728,2021-10-08,0,24.4,16.1
CentralPark_NY,USW00094728,2021-10-09,0,19.4,15.6
CentralPark_NY,USW00094728,2021-10-10,28,18.9,16.1
CentralPark_NY,USW00094728,2021-10-11,0,21.7,16.1
CentralPark_NY,USW00094728,2021-10-12,0,20.6,16.1
CentralPark_NY,USW00094728,2021-10-13,0,20.6,16.1
CentralPark_NY,USW00094728,2021-10-14,0,24.4,16.7
CentralPark_NY,USW00094728,2021-10-15,0,26.1,17.2
CentralPark_NY,USW00094728,2021-10-16,64,24.4,13.3
CentralPark_NY,USW00094728,2021-10-17,0,16.1,10.6
CentralPark_NY,USW00094728,2021-10-18,0,14.4,9.4
CentralPark_NY,USW00094728,2021-10-19,0,18.9,8.3
CentralPark_NY,USW00094728,2021-10-20,0,23.9,13.3
CentralPark_NY,USW00094728,2021-10-21,0,22.8,15
CentralPark_NY,USW00094728,2021-10-22,0,20.6,13.9
CentralPark_NY,USW00094728,2021-10-23,3,15,8.9
CentralPark_NY,USW00094728,2021-10-24,8,15,8.3
CentralPark_NY,USW00094728,2021-10-25,58,22.8,12.8
CentralPark_NY,USW00094728,2021-10-26,838,17.2,12.2
CentralPark_NY,USW00094728,2021-10-27,41,16.1,11.7
CentralPark_NY,USW00094728,2021-10-28,0,13.9,9.4
CentralPark_NY,USW00094728,2021-10-29,104,13.3,8.3
CentralPark_NY,USW00094728,2021-10-30,145,17.8,11.7
CentralPark_NY,USW00094728,2021-10-31,10,17.2,12.8
CentralPark_NY,USW00094728,2021-11-01,0,14.4,10
CentralPark_NY,USW00094728,2021-11-02,0,11.7,6.7
CentralPark_NY,USW00094728,2021-11-03,0,10.6,5
CentralPark_NY,USW00094728,2021-11-04,0,10,3.9
CentralPark_NY,USW00094728,2021-11-05,0,10.6,3.9
CentralPark_NY,USW00094728,2021-11-06,0,11.1,4.4
CentralPark_NY,USW00094728,2021-11-07,0,11.7,4.4
CentralPark_NY,USW00094728,2021-11-08,0,17.2,6.7
CentralPark_NY,USW00094728,2021-11-09,0,20,10
CentralPark_NY,USW00094728,2021-11-10,0,17.8,9.4
CentralPark_NY,USW00094728,2021-11-11,3,16.1,7.2
CentralPark_NY,USW00094728,2021-11-12,122,18.3,10.6
CentralPark_NY,USW00094728,2021-11-13,84,16.7,4.4
CentralPark_NY,USW00094728,2021-11-14,5,8.9,3.3
CentralPark_NY,USW00094728,2021-11-15,0,8.3,3.9
CentralPark_NY,USW00094728,2021-11-16,0,9.4,2.2
CentralPark_NY,USW00094728,2021-11-17,0,13.9,3.3
CentralPark_NY,USW00094728,2021-11-18,23,20.6,7.8
CentralPark_NY,USW00094728,2021-11-19,3,8.9,3.9
CentralPark_NY,USW00094728,2021-11-20,0,8.3,1.7
CentralPark_NY,USW00094728,2021-11-21,3,13.3,6.7
CentralPark_NY,USW00094728,2021-11-22,10,12.8,1.7
CentralPark_NY,USW00094728,2021-11-23,0,5.6,0
CentralPark_NY,USW00094728,2021-11-24,0,7.2,-1
CentralPark_NY,USW00094728,2021-11-25,3,13.3,3.9
CentralPark_NY,USW00094728,2021-11-26,30,8.3,2.8
CentralPark_NY,USW00094728,2021-11-27,0,3.9,1.1
CentralPark_NY,USW00094728,2021-11-28,0,5,0.6
CentralPark_NY,USW00094728,2021-11-29,0,7.2,0.6
CentralPark_NY,USW00094728,2021-11-30,0,5,-0.5
CentralPark_NY,USW00094728,2021-12-01,0,9.4,4.4
CentralPark_NY,USW00094728,2021-12-02,10,14.4,7.2
CentralPark_NY,USW00094728,2021-12-03,0,8.9,2.8
CentralPark_NY,USW00094728,2021-12-04,0,8.9,2.2
CentralPark_NY,USW00094728,2021-12-05,0,9.4,3.9
CentralPark_NY,USW00094728,2021-12-06,107,16.1,6.1
CentralPark_NY,USW00094728,2021-12-07,0,6.1,2.2
CentralPark_NY,USW00094728,2021-12-08,10,5.6,1.1
CentralPark_NY,USW00094728,2021-12-09,0,3.9,-0.5
CentralPark_NY,USW00094728,2021-12-10,0,10,3.3
CentralPark_NY,USW00094728,2021-12-11,43,18.9,7.2
CentralPark_NY,USW00094728,2021-12-12,0,13.3,5.6
CentralPark_NY,USW00094728,2021-12-13,0,11.7,4.4
CentralPark_NY,USW00094728,2021-12-14,0,11.7,6.7
CentralPark_NY,USW00094728,2021-12-15,0,13.9,4.4
CentralPark_NY,USW00094728,2021-12-16,0,16.7,12.2
CentralPark_NY,USW00094728,2021-12-17,0,15.6,8.9
CentralPark_NY,USW00094728,2021-12-18,15,8.9,3.9
CentralPark_NY,USW00094728,2021-12-19,5,7.2,-2.1
CentralPark_NY,USW00094728,2021-12-20,0,2.8,-3.8
CentralPark_NY,USW00094728,2021-12-21,0,6.1,-0.5
CentralPark_NY,USW00094728,2021-12-22,30,8.3,0.6
CentralPark_NY,USW00094728,2021-12-23,0,2.2,-0.5
CentralPark_NY,USW00094728,2021-12-24,8,4.4,-1
CentralPark_NY,USW00094728,2021-12-25,41,11.1,2.2
CentralPark_NY,USW00094728,2021-12-26,0,10.6,3.9
CentralPark_NY,USW00094728,2021-12-27,23,3.9,1.1
CentralPark_NY,USW00094728,2021-12-28,13,8.3,2.2
CentralPark_NY,USW00094728,2021-12-29,36,6.7,5
CentralPark_NY,USW00094728,2021-12-30,13,9.4,6.1
CentralPark_NY,USW00094728,2021-12-31,0,12.8,8.9
CentralPark_NY,USW00094728,2022-01-01,201,13.3,10
CentralPark_NY,USW00094728,2022-01-02,10,15,2.8
CentralPark_NY,USW00094728,2022-01-03,0,2.8,-5.5
CentralPark_NY,USW00094728,2022-01-04,0,1.1,-7.1
CentralPark_NY,USW00094728,2022-01-05,58,8.3,-0.5
CentralPark_NY,USW00094728,2022-01-06,0,5,1.1
CentralPark_NY,USW00094728,2022-01-07,97,1.1,-3.8
CentralPark_NY,USW00094728,2022-01-08,0,-1,-6.6
CentralPark_NY,USW00094728,2022-01-09,25,4.4,-1.6
CentralPark_NY,USW00094728,2022-01-10,0,4.4,-4.3
CentralPark_NY,USW00094728,2022-01-11,0,-4.3,-9.3
CentralPark_NY,USW00094728,2022-01-12,0,4.4,-6.6
CentralPark_NY,USW00094728,2022-01-13,0,8.9,1.1
CentralPark_NY,USW00094728,2022-01-14,0,6.1,-6
CentralPark_NY,USW00094728,2022-01-15,0,-6,-12.1
CentralPark_NY,USW00094728,2022-01-16,94,2.8,-12.1
CentralPark_NY,USW00094728,2022-01-17,295,6.7,1.1
CentralPark_NY,USW00094728,2022-01-18,0,2.2,-1.6
CentralPark_NY,USW00094728,2022-01-19,0,9.4,-2.1
CentralPark_NY,USW00094728,2022-01-20,76,7.8,-5.5
CentralPark_NY,USW00094728,2022-01-21,0,-5.5,-9.9
CentralPark_NY,USW00094728,2022-01-22,0,-1.6,-10.5
CentralPark_NY,USW00094728,2022-01-23,5,2.8,-4.3
CentralPark_NY,USW00094728,2022-01-24,0,2.2,-3.2
CentralPark_NY,USW00094728,2022-01-25,0,5.6,-2.1
CentralPark_NY,USW00094728,2022-01-26,0,-2.1,-6.6
CentralPark_NY,USW00094728,2022-01-27,0,0,-8.2
CentralPark_NY,USW00094728,2022-01-28,33,0,-1.6
CentralPark_NY,USW00094728,2022-01-29,196,-1.6,-11
CentralPark_NY,USW00094728,2022-01-30,0,-3.2,-11
CentralPark_NY,USW00094728,2022-01-31,0,-0.5,-6
CentralPark_NY,USW00094728,2022-02-01,0,2.2,-4.9
CentralPark_NY,USW00094728,2022-02-02,0,8.3,0
CentralPark_NY,USW00094728,2022-02-03,107,11.1,5.6
CentralPark_NY,USW00094728,2022-02-04,183,13.9,-3.2
CentralPark_NY,USW00094728,2022-02-05,0,-2.7,-7.1
CentralPark_NY,USW00094728,2022-02-06,0,-1,-8.2
CentralPark_NY,USW00094728,2022-02-07,38,2.8,-1
CentralPark_NY,USW00094728,2022-02-08,18,7.2,0
CentralPark_NY,USW00094728,2022-02-09,0,7.8,-1.6
CentralPark_NY,USW00094728,2022-02-10,0,12.2,2.8
CentralPark_NY,USW00094728,2022-02-11,0,13.9,3.3
CentralPark_NY,USW00094728,2022-02-12,0,15,5.6
CentralPark_NY,USW00094728,2022-02-13,58,5.6,-3.8
CentralPark_NY,USW00094728,2022-02-14,0,-3.8,-8.8
CentralPark_NY,USW00094728,2022-02-15,0,-1,-8.8
CentralPark_NY,USW00094728,2022-02-16,0,9.4,-2.1
CentralPark_NY,USW00094728,2022-02-17,79,20,9.4
CentralPark_NY,USW00094728,2022-02-18,84,17.2,-2.7
CentralPark_NY,USW00094728,2022-02-19,0,4.4,-4.9
CentralPark_NY,USW00094728,2022-02-20,0,2.2,-6
CentralPark_NY,USW00094728,2022-02-21,0,12.8,0
CentralPark_NY,USW00094728,2022-02-22,66,16.1,2.8
CentralPark_NY,USW00094728,2022-02-23,0,20,1.7
CentralPark_NY,USW00094728,2022-02-24,0,1.7,-1.6
CentralPark_NY,USW00094728,2022-02-25,188,5,-3.2
CentralPark_NY,USW00094728,2022-02-26,0,2.8,-4.3
CentralPark_NY,USW00094728,2022-02-27,0,8.9,-2.1
CentralPark_NY,USW00094728,2022-02-28,0,2.2,-3.2
CentralPark_NY,USW00094728,2022-03-01,0,8.9,-0.5
CentralPark_NY,USW00094728,2022-03-02,0,11.1,4.4
CentralPark_NY,USW00094728,2022-03-03,8,8.9,-4.3
CentralPark_NY,USW00094728,2022-03-04,0,2.8,-6
CentralPark_NY,USW00094728,2022-03-05,0,7.8,0
CentralPark_NY,USW00094728,2022-03-06,15,20,6.1
CentralPark_NY,USW00094728,2022-03-07,8,23.3,10
CentralPark_NY,USW00094728,2022-03-08,0,10,3.9
CentralPark_NY,USW00094728,2022-03-09,142,5,0.6
CentralPark_NY,USW00094728,2022-03-10,0,10.6,0.6
CentralPark_NY,USW00094728,2022-03-11,0,12.8,4.4
CentralPark_NY,USW00094728,2022-03-12,127,8.9,-4.3
CentralPark_NY,USW00094728,2022-03-13,0,1.7,-5.5
CentralPark_NY,USW00094728,2022-03-14,0,13.3,0.6
CentralPark_NY,USW00094728,2022-03-15,0,20,7.8
